"id","text","label"
"1429440235360956422","Amatevi come Pfizer vi ama  - Il Controcanto - Rassegna stampa del 19 Agosto 2021""  86",""
"1415971295204839426","Opinion: If college football players skip vaccine and COVID wrecks their season, it's their own damn fault #SmartNews I can’t wait for high school football in Texas, the Republican moms and dads deserve it. LOL bring on Delta. LOL dumb Republicans.",""
"1400469361836498948","me puse AstraZeneca el viernes pasado, en la noche tuve fiebre y dolor corporal. 24 horas después estaba bien, hasta ahora ningún problema. 
Se suspende la segunda dosis? Por lo que sé en otros lados ponen una dosis de Pfizer",""
"1384835554873946115","After 2nd Moderna vax yesterday, the only side effects I feel are that my arm is really sore and that I'm even more tired than usual.",""
"1405611210872176652","Si chiama GSX-S950, la nuova arrivata in casa Suzuki. Presentata in anteprima dalla casa giapponese, la GSX-S950 è una moderna street-fighter, con un pacchetto tecnico che vanta tutta l'esperienza Suzuki nel mondo delle corse. 
#ANSAmotori",""
"1416215749354471426","Que lo parió ! Estoy viendo llegar las vacunas de Moderna y seguro, alguna interferencia gorila, no me deja escuchar el relato épico de Víctor Hugo.",""
"1372573580471439371","The NBA and NBPA agreed to changes to the health and safety protocols for any person who is two weeks past their final dose of the COVID-19 vaccine and any team where 85% of players and 85% of staff are fully-vaccinated.",""
"1410511542664130562","Why does it have to take THREATS to foreign countries to get a vaccine accepted internationally? 

What happened to merit? 

#VACCINE 
#COVISHIELD 
#AstraZeneca",""
"1374766220327710722","Day after 2nd Pfizer -- I woke up with an all-over body ache. I took two ibuprofen. I felt fine after that and am still going strong.",""
"1402010274555641858","Why does a magnet stick to the body of a vaccinated person?

Because of Biomedical Graphene Oxide Nanoparticles",""
"1382181634804359173","You got the vaccine and now you have swollen lymph nodes under the arm, don't worry its not from the vaccine what experts are saying... 

Really?! 

It Turns Out COVID Vaccines Might Change Your Mammogram Results",""
"1384556216018296835","We’ve given 5,843,222 doses of the COVID vaccines!

That’s more than all the people in Wisconsin, and YOU should be next. Appointments are available and the vaccine is FREE. #NYCVaccineForAll

Join your fellow New Yorkers and make an appointment:",""
"1415268870240145413","Nak dpt appointment vaccine jugak, nak keluar jugak, nak pakai baju lawa-lawa jugak, nak tangkap gambar and pegang board ‘saya telah divaksin’ tu jugak😫",""
"1426676266556661763","Several people gathered in front of LA City Hall to protest the contentious issue of mandatory vaccinations against the coronavirus.",""
"1396118933233537029","Bron said the vaccine wasn’t that big of a deal and they exposed that man jfc.....",""
"1433596792264744962","These people dying cause of being anti vaxx and that horse de wormer remind of the people that let this dude poison them.. 

Makes no fucking sense 😑",""
"1395298178396692483","I just wanna get vaccinated putanginang gobyerno, hindi rin naman din ako anak ng politician putangina",""
"1418113137400860672","So I got second vaccine and I'm feeling good at the moment but see what happens in evening.",""
"1418527543817392129","Vaccini: ministra Sanità Spagna, servirà terza dose. 'Abbiamo già contratti con Pfizer e Moderna per il 2022 e 2023' | #ANSA",""
"1401149113853485058","Anybody that got the vaccine can y’all honestly tell my if magnets are sticking to your body or if this is cap I seeing ..",""
"1428171008922423299","Hard Mountain Dew - Alcoholic Mtn Dew coming in 2022. Just put the vaxx in this and we should be able to wrap up getting it into most of the hold out anyivaxxers at the monster truck rally.",""
"1385617299030294529","Malaria vaccine becomes first to achieve WHO-specified 75% efficacy goal  via @UniofOxford @EurekAlert",""
"1430265877623054336","Bill Maher says he'll REFUSE COVID vaccine booster 
On Friday's episode of Real Time with Bill Maher, the 64 year-old said: 'I never wanted the vaccine, I took one for the team.🙄",""
"1442247787429736448","COVID 19: Pfizer pronosticó cuando volveremos a la normalidad",""
"1415978227479334913","i can't even show how happy and emotional i am i repeat it but i'm in the thing to get vaccinated idk how it's called but yeah",""
"1432769191959048196","If the Government of Canada thinks that COVID-19 poses such a threat to commercial aviation that it wants to mandate the vaccine to all passengers, why is it that today, negative COVID-19 tests are not required to board aircraft in Canada ?
#SaveCanadianAviation #COVID #Trudeau",""
"1407614797059854338","Κατερίνη: Γιατρός άφησε την τελευταία του πνοή μια μέρα μετά τη δεύτερη δόση του εμβολίου της Pfizer - LarissaPress",""
"1396857412225622016","3 Pack- Vaccination Card Protector with Breakaway Lanyards, 4 X 3 Inches Immunization Record Vaccine Cards Cover Holder Clear Vinyl Plastic Sleeve with Waterproof Type Resealable Zip


• Clip Coupon ✅",""
"1443372251857002496","Ottawa will require vaccinations in the public service — but MPs may not face the same rule",""
"1411281992675737600","even when you almost pass out from your first vaccine shot one of the fucking cis guy paramedics  manages to make an unasked comment",""
"1386695405300326403","Late notice but I was lucky I was able to get the Pfizer vaccine this weekend.",""
"1416803753479507983","Am I MAGA if I confess that I don't see a problem with covid ""cases"" but really only care about hospitalizations and death? A vaccine works if it limits the bad effects.",""
"1378247433331879939","As the Dumbarton &amp; West Scotland candidate for @ScoLibertarian, I will fully oppose mandatory vaccination laws and mandatory face mask/visor laws as well as oppose vaccine passports.",""
"1402678037368381443","Received my second Pfizer vaccination! Big shout out to the staff at Fraser Health.",""
"1431665626074996736","Communist want everybody to be poor except them .
News media and government put on mask when camera on , but soon as camera not rolling they rip em off .
CDC wants you to get vaccine to protect from a virus that was created with funding from them . Hmmmm",""
"1394413183369027585","Biden does not want unvaccinated Americans to have the same freedoms as vaccinated Americans.",""
"1436090255501783070","@GeraldoRivera how do I spread the virus by not being vaccinated when I have already had it?

You’re almost as big of an imbecile as Biden",""
"1394402723366326279","PETITION: No to mandatory vaccination for the coronavirus | LifePetitions  can be signed and reshared from any country in the world..RT RT RT",""
"1401031612138082305","I was on an official call. A discussion came up on Vaccination progress in the country. 

I came to know that most of them watch NDTV. Almost everybody question @narendramodi govt 'failure' in vaccine distribution.

@AmitShah 
@amitmalviya 
@JPNadda 
@RSSorg",""
"1436093134681821190","I am reading these vaccine tweets. Unvaccinated people DONT get it. You can take chances with yourself. BuT you CANNOT endangering OTHERS. You should be charged with "" recklessly endangering."" Kids, babies, seniors vaccinated people. Get the point!!!",""
"1419253859592118273","Now there are antivaxx crazies harassing the vaccine bus outside my apt. Wish they would go away",""
