"id","text","label"
"1402017719462072322","I was against the vaccines at first but I feel safe knowing I’m fully vaccinated",""
"1425503107908317193","People got the most to say about military members not wanting the vaccine but have absolutely nothing to say about the Taliban gaining control again after all these years and going town to town forcing little girls as young as 12 to be sex slaves for their fighters 🤡",""
"1431664786643689472","This weekend at Warner Ranch Park from 9AM-9PM, FREE Covid-19 testing and vaccine popup clinic. No appointment needed. Stay healthy and do your part and stop the spread.",""
"1396858276780797953","CBS said Monday that Stephen Colbert's late-night show will return to doing live episodes on June 14, with a vaccinated audience in New York's Ed Sullivan Theater.",""
"1394237256001536003","COVID-19 Vaccination appointments available at CVS near OAKLAND, MD. Sign up at  2021/05/17 10:24:00",""
"1398499273252085763","#FarmersProtest what about vaccine deaths is modi involved with bill gates to depopulate via vaccines",""
"1401147904694177796","@Conservatives why do we have longest lockdown, highest death rate, most restrictions and we are vaccinated yet other countries opening up, less deaths lose vaccine - answer =Boris and Matt the murderer",""
"1399057796075773961","[30/5 19:30] Adriii: @⁨Iván Fandiño⁩ guapo
[30/5 19:30] Adriii: Tienes los apuntes de moderna impresos en ou?
[30/5 19:30] Iván Fandiño: Si mi vida
[30/5 19:31] Iván Fandiño: Los tengo que buscar espera perra",""
"1396110985929404419","everyone talking about getting the vaccine and i'm not getting it till july 😭",""
"1431368243357364229","Cox Communications will require COVID-19 vaccine for some employees as mandates grow",""
"1438376803119345671","We are approaching the courts to challenge mandatory vaccination. We however continue to urge our members and all citizens to get vaccinated. The vaccines are safe and effective. @ZBCNewsonline @kubatana @ZLHRLawyers  @ZimHRNGOForum @ZimEye @zimlive @DougColtart @DavidColtart",""
"1412831286482259969","I’ll take “getting vaccinated for all the marbles,” Alex.",""
"1432396181682917378","first death linked to Pfizer vaccine,
New Zealand reports first death linked to Pfizer vaccine, extends lockdown in Auckland despite falling Covid-19 infections — RT World News",""
"1428082294791671810","Restaurant owners sue New York City, hoping to block its ‘ridiculous’ vaccine mandate. - The lawsuit, filed on Tuesday in Richmond County Supreme Court, has the support of prominent Republican elected officials, including... -",""
"1394341727876550663","Walmart, Target and Starbucks are among the national chains ending or relaxing their mask requirements for vaccinated customers. Here's the latest list.",""
"1426281912067186690","Three Words in WH Official's Statement About Mandating Vaccines for Interstate Travel Are Very Worrisome",""
"1375800281020067845","COVID-19 Vaccine Mythbusters by OM SAI SAFEGUARD SERVICES:
Myth: Drinking warm water or Turmeric milk will kill the COVID virus in your body.
Fact: There is no such evidence that drinking warm water or Turmeric milk will kill the COVID virus in your body..",""
"1405698327514124293","But honestly.... I believe that the people who are vaccinated outside will be a little tricky",""
"1427984871658598403","Bolognetti: Dipendenti della Pfizer e Gilead dubbiosi sul vaccino @LaVeritaWeb",""
"1386701694440857602","I've managed to schedule a vaccine appt for next week and I am so, so excited.",""
"1446090231984254979","Stew Peters Show: Vaxxed Soldier Detox HORRIFIC Video, Peter Navarro LIVE,Vaxx Vials Breaking Update  via @BitChute",""
"1425368371521064964","How the fake media like to belittle the brave fighting on the right side of history. I would like to draw to your attention to these words in the article: Not for imaginary vaccine passports that don't exist or mandatory vaccinations that aren't happening",""
"1443015872117755908","""Hello Mr. Biden this is Fauci. We have a serious problem. A black basketball player told people he isn't getting vaccinated and he actually sounded intelligent. What do we do? Pfizer execs are already calling! This could have an impact on their profits.""

""Call Lebron""",""
"1392051096621764609","Josh Frydenberg says we averted the hit to the economy that the UK had, but we also averted having a vaccine rollout so not that great #Budget21",""
"1405353000932036608","Fully Vaccinated People Have Gotten The Delta COVID Variant. Should We Be Worried?",""
"1397970742520778767","A FINAL WARNING TO HUMANITY FROM FORMER PFIZER CHIEF SCIENTIST MICHAEL YEADON  via @BitChute",""
"1427024972338302976","This is a good space for laymen like me who just think mandating the vaccine can’t be that bad a course of action considering our history of mandatory vaccinations in this country",""
"1394338129042018305","नरेन्द्र मोदी ने VOTE किससे लिया:

🇮🇳India

नरेन्द्र मोदी ने VACCINE किसे दी:

🇵🇰 Pakistan
🇵🇸 Palestine
🇮🇷 Iran
🇦🇪 UAE
🇸🇾 Syria
🇪🇬 Egypt
🇴🇲 Oman
🇰🇼 Kuwait
🇾🇪 Yemen
🇳🇬 Nigeria
🇧🇭 Bahrain
🇸🇴 Somalia
🇲🇦 Morocco
🇹🇯 Tajikistan
🇺🇿 Uzbekistan
🇧🇩 Bangladesh
🇦🇫 Afghanistan
🇸🇦 Saudi Arabia",""
"1427989209294549002","Pfizer ignesi mikroskop altinda- Pfizer vaccine under microscope  😲",""
"1405042457608278016","The problem with mandatory vaccination is the removal of human right in protecting one’s health and life, including the choice of vaccine to use.",""
"1405937923220967432","Illinois hit a milestone of 70% of adults receiving at least one COVID-19 vaccine dose, and the state is down to a new pandemic low of fewer than 500 coronavirus patients in the hospital",""
"1396009885779726343","Covishield Vaccine ki first dose le li hai. Aao bsdke corona tumhari Mayya khod denge",""
"1449249793700777984","Italian residents were out in numbers yesterday in protest against mandatory vaccination and vaccination cards. 

#VaccinePassport #VaccineCertificate #MzansiTimes",""
"1451496848221368328","Italian Senator suspended for not showing vaccine passport - Breaking #News from #Infowars!!",""
"1377376419240501250","#Entérate Llegan a México 645 mil vacunas covid de Sputnik V y Pfizer",""
"1420127507689443328","A preventable illness that closed borders and schools, destroyed entire industries, overwhelmed hospitals, exhausted hospital staff, and has killed 26,558 Canadians &amp; 4, 172, 822 Globally &amp; we're questioning the need for vaccine passports &amp; mandatory vaccination? Give me a break.",""
"1396192942411354113","Anybody else have a loss of appetite and weird sense of smell since receiving their vaccine or is it all in my head?",""
"1396556856332595203","If someone student is covid-19 positive he went to schl nd then he transfer it to all how many families suffer from this ..yups many families are vaccinated but not only ...why gvrmnt is still quite...why they don't listen to students#strikeagainstexams",""
"1437043402269499393","We can do even better #TEALnation #VaxToTheMax

⁦@scdhec⁩ will be back on campus this week for another vaccine clinic. ⁦@CCUChanticleers⁩",""
"1431773531835076614","Israeli Study: Natural Immunity Is 13x Stronger Than Pfizer COVID Shots",""
"1415238658110730241","A MUST VIEW:
COVID-19 vaccine reactions: Families describe adverse responses to shot  via @YouTube",""
"1418103517936459777","Lewis Roper claims mandatory vaccination represents a betrayal of his human rights",""
"1380698022011662338","There are people who are more afraid of the vaccine than of the virus — How is that possible!?

#GetVaccinated if you have the chance. Safe your life and others’. 

#covidvacccine",""
"1378297764375846913","Britain's medicines regulator said it has identified 30 cases of rare blood clot events associated with the AstraZeneca coronavirus vaccine but stressed the benefits ""continue to outweigh any risks.""",""
"1402700818374086662","USA donará 500 millones de vacunas Pfizer a 100 países. ¿Qué parte de la frase ""𝘼𝙧𝙜𝙚𝙣𝙩𝙞𝙣𝙖 𝙣𝙤 𝙣𝙚𝙘𝙚𝙨𝙞𝙩𝙖 𝙫𝙖𝙘𝙪𝙣𝙖𝙨"" no entendieron?",""
"1422946480814493698","There are  many of us that find McEnany ridiculous! She should just quietly fade into obscurity where she belongs.

McEnany slams Biden’s approval of New York City vaccine mandate: ‘Ridiculous’ and ‘Orwellian’",""
"1390124227093843976","It's kinda funny that when they draw your blood with a much bigger needle it doesn't hurt afterwards but the needle for the vaccine was much smaller and you can barely feel it but the difference in pain. I mean I know it's mostly the immune response and inflammation caused by it",""
"1391680122059595781","Vaccine lgwali maine friends,
Pr vaccine lgwate hue/lgwake apni saddi hui butthi daalna bhul gya!
Kya meri anti-bodies phuss nikelngi?😳🥺",""
"1377731431607103488","It’s ‘entirely possible’ vaccine campaigns ‘will be used for massive-scale depopulation’: Former Pfizer VP | Opinion | LifeSite",""
"1418109039565758464","@SimonHarrisTD over 18s can now register with the hse for mRNA vaccine and they are given speedy appointments. I think you should advertise this and get colleges to pass on this information too. Students don’t seem to be aware of this yet.",""
"1372547518505086980","Mexico stops illegal shipment of fake Sputnik V vaccine -",""
"1446890504252272645","The ""Sex and the City"" actor called unvaccinated people ""ignorant idiots"" and died five months after the second dose of the vaccine ☠️⚰️
Willie Garson, whose real name is William Pazamant, received a second dose of Pfizer on April 14, according to his Twitter account.",""
"1385169214877667328","It was irritating when Biden said the word heal twenty lakh times in one sentence but the number of my friends from the US who already got vaccinated tells he was kinda sincere",""
"1438113988479422469","📢 Primarily Politics newsletter: Vaccine Protesters Jeer Biden, House Republicans At Statehouse -",""
"1405688335209623555","COVID: Moscow orders mandatory vaccinations for many workers 

Amid a ""dramatic"" rise in coronavirus cases, Moscow now requires employees in industries that provide services to a large number of people to be fully vaccinated by August 15.",""
"1445074273412988940","The mask compliance was a test run for vaccine compliance which was a test run for vaccine passport compliance which was a test run for... use your imagination",""
"1375828981258280963","Turns out, while driving grandma (not his mom) to vaccination center yesterday, dad was trolling her that now they're going to microchip her with the Western vaccine and isn't she concerned that she's going to stop loving Putin after that",""
"1392916571190927363","I just sent a letter to President Biden urging him to share the United States' surplus doses of COVID-19 vaccine with low-income countries. Join me here:",""
"1379146011436847105","Get vaccinated but you still need to wear a mask and social distance as you aren't immune and you can still spread the disease, what's the fricking point of vaccine passports then? Can't anyone see this stupidity?
#coronavirus
#NoVaccinePassports 
#BorisTheLiar",""
"1423226646597939209","Why can't it be a contest with these Governors to be the MOST vaccinated state? They're always so backward. 
#GetVaccinated #livesareatstake",""
"1431771217455763457","La Administración de Alimentos y Medicamentos (FDA) aprueba plenamente la vacuna COVID-19 de Pfizer",""
"1379137862747181058","To be honest, the vaccine doesn’t stop you carrying the virus. It just keeps you from suffering the symptoms, doesn’t it? So having a passport or equivalent to prove you’ve been vaccinated to gain entry to places is silly, as you’re still going to spread it?",""
"1376235343276609537","@Paradoxgirl: see for yourself vaccine damage reports and death rates //www.gov.uk/government/publications/coronavirus-covid-19-vaccine-adverse-reactions/coronavirus-vaccine-summary-of-yellow-card-reporting",""
"1445920537004449794","Skin Problems, Neuropathy, Paralysis All Part of Over 500,000 Adverse Events Reported After COVID Vaccine – Nwo Report",""
"1385187983154810881","8 people given wrong COVID-19 vaccine for 2nd dose at Aurora Mariano’s",""
"1415978413731553280","I told my child’s father I wasn’t comfortable with him being around me  or my child if he’s not vaccinated. Now the anti vaxxer is getting vaccinated 🙏🏽😎 He know I do not play about my damn baby.",""
"1431337134493892610","damn delta variant ain’t no joke and my whole family parents and 3 minors are out here unvaccinated because the great tribulation is coming soon and the vaccine will give them a mark of the beast 666 microchip",""
"1425501128020594692","9,969 Breakthrough COVID-19 Cases In Massachusetts, That’s Just 0.23% Of Vaccinated People – CBS Boston",""
"1442480893331902469","Just had my flu vaccine and my booster jab so I'm basically bionic now right?",""
"1436088787730411522","Moderna working on combination COVID-19 vaccine booster and flu shot",""
"1424112766454013958","The anti-vax facebook mom at work spent all day ranting that the entire populace needs to be exposed to the virus so we develop the necessary antibodies to survive the infection. At no point did it occur to her that THAT'S WHAT THE VACCINE IS",""
"1388398341982093314","Got. Vaccinated 
💉😷 
 #vaccinated #COVIDVaccination 
#Covishield  @Dm_Motihari @arunbothra @PraveenIFShere @ParveenKaswan",""
"1432750284057587712","The judge who barred a mom from seeing her son because she wasn’t vaccinated against COVID has also asked others in his courtroom about their vaccination status and admitted to previously ordering some parents and children to be vaccinated.",""
"1442766099322490881","Na I just realized money is the second problem I can't even go to LA coz I still haven't vaccinated fully 😭",""
"1415978227479334913","i can't even show how happy and emotional i am i repeat it but i'm in the thing to get vaccinated idk how it's called but yeah",""
"1446075726608928771","Federal employees: Whether you are vaccinated or not, the new mandatory vaccination policy is discriminatory and violates the Charter of Rights and Freedoms. Friends and colleagues will be forced to get vaccinated or lose their jobs... /1",""
"1405314571083173892","I wonder how many people took the vaccine and still got Covid. No way is Cp3 the first or last",""
"1409178423868727299","Engels el anarcocapitalista (párrafo que comienza con ""En la moderna sociedad burguesa cada capitalista industrial produce por su cuenta y riesgo: lo que quiere, como quiere y cuanto quiere."" y los dos siguientes):",""
"1405326809625935874","@doctormacias Doctor! Buenas tardes. Una duda, qué es mejor? 
Una vacuna de Pfizer nada más sin recibir la segunda dosis o la dosis de janssen?",""
"1426669990984380417","Premier Mark McGowan has told Sky News' @aclennell  he is 'not afraid' to implement mandatory vaccination for certain industries in Western Australia.",""
"1398504573266894850","Central Government refused to exempt GST from vaccine &amp;other covid related products. Is it a good decision?  Leaving to you.",""
